nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_resource_id
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77458A,01F7RQ4ZF5QVYGXR1RG90QKZ3X,Souppes-sur-Loing,Voirie,1 Chemin des Mariniers ,77458,"[48.180828,2.730934]",2,FRS77EEC771741,01F7RQ9MBMB26MEE529Q87S7DM,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,inconnu,2021-01-27,aucune,2021-06-09,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77458A,01F7RQ4ZF5QVYGXR1RG90QKZ3X,Souppes-sur-Loing,Voirie,1 Chemin des Mariniers ,77458,"[48.180828,2.730934]",2,FRS77EEC771741,01F7RQ9ZSWAEQPY5VSBG315MTC,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,inconnu,2021-01-27,aucune,2021-06-09,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77508A,01F5ZAKH61ED7429VDSMRNSYCR,Villeneuve-le-Comte,Voirie,place de la fontaine,77508,"[48.813721000000001,2.830367600000000]",2,FRS77EEC7715711,01F5ZB3EZPMYX229ZWPAKVGP67,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22168451357191,2016-08-11,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77501A,01F5ZAKH61WWA0H0Y8X8NR586D,Villecerf,Voirie,rue de la roche du saut,77501,"[48.325365099999999,2.848261700000000]",2,FRS77EEC7715612,01F5ZB3EZPD5QG1H4BMTMF5VSG,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22156005626656,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77501A,01F5ZAKH61WWA0H0Y8X8NR586D,Villecerf,Voirie,rue de la roche du saut,77501,"[48.325365099999999,2.848261700000000]",2,FRS77EEC7715611,01F5ZB3EZNQ6E39S7F4BT61X8P,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22156005626656,2015-05-29,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77475A,01F5ZAKH61J186694WWK9SKV1B,Trilport,Voirie,rue du Général de Gaulle,77475,"[48.958482,2.947197]",2,FRS77EEC7717211,01F5ZB3EZNS8D52J0YJ0ME17VD,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,inconnu,2016-08-10,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77453A,01F5ZAKH615T44TYYE5HJP8AXY,Sivry courty,Voirie,rue du Calvaire,77453,"[48.527020999999998,2.750641000000000]",2,FRS77EEC7713611,01F5ZB3EZNFNM5TY02574PGW2T,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22177134427607,2016-09-02,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77455A,01F5ZAKH61V21XFV3EBBW23ZCJ,Soignolles-en-Brie,Voirie,rue de Champeaux,77455,"[48.652873000000000,2.699050000000000]",2,FRS77EEC7713711,01F5ZB3EZNXNPRHHNYA3VZNG99,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22176989709801,2016-04-13,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77455A,01F5ZAKH61V21XFV3EBBW23ZCJ,Soignolles-en-Brie,Voirie,rue de Champeaux,77455,"[48.652873000000000,2.699050000000000]",2,FRS77EEC7713712,01F5ZB3EZN638JMP8KWCRXFVE0,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22176989709801,2016-08-11,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77456A,01F5ZAKH610WZFNN06YE1R2PHP,Soisy-Bouy,Voirie,rue de la mairie,77456,"[48.509863000000003,3.289959300000000]",2,FRS77EEC7713811,01F5ZB3EZNFSFZWQR8A0G1VMVG,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22156729215617,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77456A,01F5ZAKH610WZFNN06YE1R2PHP,Soisy-Bouy,Voirie,rue de la mairie,77456,"[48.509863000000003,3.289959300000000]",2,FRS77EEC7713812,01F5ZB3EZNHS5SFYK7ED2PB28E,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22156729215617,2016-08-12,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77457A,01F5ZAKH6188ZPT0CHFCQQM031,Solers,Voirie,rue de la Tournelle,77457,"[48.657776599999998,2.717253600000000]",2,FRS77EEC7713911,01F5ZB3EZNQEZ5CJ3QX834BH5W,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22190737900155,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77457A,01F5ZAKH6188ZPT0CHFCQQM031,Solers,Voirie,rue de la Tournelle,77457,"[48.657776599999998,2.717253600000000]",2,FRS77EEC7713912,01F5ZB3EZNK32QFS923FZRS9H8,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22190737900155,2016-08-31,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77459A,01F5ZAKH61X8484D24XKRFEH9V,Sourdun,Voirie,rue du petit paraclet,77459,"[48.537212699999998,3.354060100000000]",2,FRS77EEC7714011,01F5ZB3EZNTEZ7FETAMXQW00S3,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22198697379164,2016-09-07,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77459A,01F5ZAKH61X8484D24XKRFEH9V,Sourdun,Voirie,rue du petit paraclet,77459,"[48.537212699999998,3.354060100000000]",2,FRS77EEC7714012,01F5ZB3EZNREVNVKFVGYSADFKS,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22198697379164,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77469A,01F5ZAKH613JA6ST9Z9TX9QQBD,Touquin,Voirie,place de la mairie,77469,"[48.735560599999999,3.011744600000000]",2,FRS77EEC7714911,01F5ZB3EZNJ39VR0W3GWRJXQMJ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22179305194628,2016-08-10,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77469A,01F5ZAKH613JA6ST9Z9TX9QQBD,Touquin,Voirie,place de la mairie,77469,"[48.735560599999999,3.011744600000000]",2,FRS77EEC7714912,01F5ZB3EZNT4E6B077QZ6T8E6E,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22179305194628,2016-04-05,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77475A,01F5ZAKH61J186694WWK9SKV1B,Trilport,Voirie,rue du Général de Gaulle,77475,"[48.958482,2.947197]",2,FRS77EEC7717212,01F5ZB3EZN4CD21VCBFBH9CNGW,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,inconnu,2016-02-23,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77493A,01F5ZAKH61B1QR8NPNPA5FB6XD,Verneuil-l'Etang,Voirie,rue de l'égalité,77493,"[48.644660000000002,2.835404800000000]",2,FRS77EEC7715512,01F5ZB3EZNK786BYPHF6VY9Y37,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22198407943570,2016-08-31,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77477A,01F5ZAKH61JC7J36YVW9KYEWZS,Ury,Voirie,rue Bessonville,77477,"[48.342206699999998,2.602099000000000]",2,FRS77EEC7715011,01F5ZB3EZNA9Q2J8PDDMGQTAQQ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22199710402120,2016-11-15,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77477A,01F5ZAKH61JC7J36YVW9KYEWZS,Ury,Voirie,rue Bessonville,77477,"[48.342206699999998,2.602099000000000]",2,FRS77EEC7715012,01F5ZB3EZN7YGT6FWXZD7KSTAN,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22199710402120,2016-12-16,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77480A,01F5ZAKH61SRQ9A5PY53130HYM,Valence-en-Brie,Voirie,place de l'église,77480,"[48.444339499999998,2.891338600000000]",2,FRS77EEC7715111,01F5ZB3EZN6PC6J5XKG5JSD6C0,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22155860908872,2016-09-07,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77480A,01F5ZAKH61SRQ9A5PY53130HYM,Valence-en-Brie,Voirie,place de l'église,77480,"[48.444339499999998,2.891338600000000]",2,FRS77EEC7715112,01F5ZB3EZNA4CH2DDQHX878GC2,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22155860908872,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77482A,01F5ZAKH61AN7SE9N3CG32EQS1,Varennes-sur-Seine,Voirie,Rue de la mairie,77482,"[48.375947900000000,2.929050000000000]",2,FRS77EEC7715211,01F5ZB3EZNDXZ0F6GD4SHTF19Y,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22186541086516,2016-08-11,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77482A,01F5ZAKH61AN7SE9N3CG32EQS1,Varennes-sur-Seine,Voirie,Rue de la mairie,77482,"[48.375947900000000,2.929050000000000]",2,FRS77EEC7715212,01F5ZB3EZNSQXPZ3M7P02SG11P,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22186541086516,2016-08-12,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77486A,01F5ZAKH61BST212NKJMVXM29X,Vaudoy-en-Brie,Voirie,place de l'église,77486,"[48.688384399999997,3.080205300000000]",2,FRS77EEC7715311,01F5ZB3EZNQAA5MZ46KJQA8DB0,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22156439780005,2016-08-31,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77486A,01F5ZAKH61BST212NKJMVXM29X,Vaudoy-en-Brie,Voirie,place de l'église,77486,"[48.688384399999997,3.080205300000000]",2,FRS77EEC7715312,01F5ZB3EZN3PEWWSVASC1F6N1E,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22156439780005,2016-08-11,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77490A,01F5ZAKH611S01G19MY7TRAAAD,Vendrest,Voirie,rue des écoles,77490,"[49.046368600000001,3.092750500000000]",2,FRS77EEC7715411,01F5ZB3EZN8YRG5ZSK3J1QTXVM,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22198263225721,2016-08-31,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77490A,01F5ZAKH611S01G19MY7TRAAAD,Vendrest,Voirie,rue des écoles,77490,"[49.046368600000001,3.092750500000000]",2,FRS77EEC7715412,01F5ZB3EZNBHZA0YM280N9FE2S,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22198263225721,2016-12-16,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77493A,01F5ZAKH61B1QR8NPNPA5FB6XD,Verneuil-l'Etang,Voirie,rue de l'égalité,77493,"[48.644660000000002,2.835404800000000]",2,FRS77EEC7715511,01F5ZB3EZN65ZZPCVHNA47PCDD,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22198407943570,2016-05-30,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77352A,01F5ZAKH61JC7JD541PZX91Q19,Ozouer-le-Voulgis,Voirie,rue Bernard,77352,"[48.660644099999999,2.772658800000000]",2,FRS77EEC7711711,01F5ZB3EZMGG0N78ZP8P5G0HS4,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22185817492686,2016-08-12,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77385A,01F5ZAKH61BXDNWWQ0ST5558Y4,Rebais,Voirie,avenue georges clémenceau,77385,"[48.848412000000003,3.233130900000000]",2,FRS77EEC7712511,01F5ZB3EZNTPH1Y5S1GGQMSRQH,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22179160476860,2016-10-25,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77348A,01F5ZAKH61HXHE8EZ4KVA08RHB,Ormesson,Voirie,rue de Beaumont,77348,"[48.243544999999997,2.654417000000000]",2,FRS77EEC7711611,01F5ZB3EZMS1DTNEP41MRZVNSX,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22177858016668,2016-12-16,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77099A,01F5ZAKH610W301VEXX0C9G8HD,Château-Landon,Voirie,rue du Gatinais,77099,"[48.149586999999997,2.701189900000000]",2,FRS77EEC773311,01F5ZB3EZJ9HT0C8P2S9DQFY2M,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22165122850207,2016-08-31,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77106A,01F5ZAKH615K9YFB4VNVPPBYS6,Chauffry,Voirie,Place des la Mairie,77106,"[48.817729000000000,3.184064900000000]",2,FRS77EEC773811,01F5ZB3EZJBBG34BFQW1ZD90H2,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22170477408832,2016-08-31,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
